2019/3/25,945.4,6610,1239.5,2962.5,2680
2019/3/26,958.5,6760,1271.5,3055,2781.5
2019/3/27,925,6623,1253,3031,2682
2019/3/28,910.4,6514,1242,3002,2593
2019/3/29,908.2,6487,1238.5,2995,2522.5
2019/4/1,924.5,6646,1265,3075,2586.5
2019/4/2,932.7,6689,1291,3110,2621.5
2019/4/3,938.3,6728,1293.5,3135,2664.5
2019/4/4,943.7,6774,1290,3164,2696.5
2019/4/5,944.1,6840,1307.5,3179,2759
2019/4/8,936.3,6788,1295.5,3131,2748
2019-04-09,937.6,6831,1332,3144,2752.5
2019-04-10,926,6795,1316,3111,2735.5
2019-04-11,930.7,6741,1320.5,3074,2777.5
2019-04-12,929,6789,1318,3085,2766.5
2019-04-15,936.4,6831,1314.5,3119,2763.5
2019-04-16,934.7,6815,1315,3138,2798.5
2019-04-17,957.5,6953,1347.5,3170,2842.5
2019-04-18,960.8,6976,1349,3214,2857
2019-04-19,939.3,6958,1345.5,3198,2818.5
2019-04-22,944.5,6963,1336.5,3167,2795
2019-04-23,942.6,6993,1338,3182,2772
2019-04-24,904.9,6891,1322,3094,2732.5
2019-04-25,888.9,6901,1324,3105,2748.5
2019-04-26,893.3,6905,1315.5,3101,2720.5
2019-05-07,878,6824,1305.5,3077,2630.5
2019-05-08,873.7,6759,1298.5,2989.5,2599
2019-05-09,858.4,6545,1292.5,2849.5,2520
2019-05-10,858.5,6537,1263,2832,2453
2019-05-13,865.7,6545,1246,2816.5,2565
2019-05-14,840.2,6529,1220.5,2803,2506
2019-05-15,785.8,6570,1218,2805,2574.5
2019-05-16,787.1,6502,1216.5,2788,2565.5
2019-05-17,780.4,6502,1207,2812,2584.5
2019-05-20,770.1,6527,1204.5,2829.5,2576.5
